iShares MSCI EAFE ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Aug 14, 2001"
Shares Outstanding,"928,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"UHR","THE SWATCH GROUP AG","Equity","0.05","261.23","125,616.00","32,814,817.89","32,814,817.89","Consumer Discretionary","7184725","CH0012255151","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.97"
"6479","MINEBEA MITSUMI INC","Equity","0.05","20.64","1,575,700.00","32,527,506.87","32,527,506.87","Industrials","6642406","JP3906000009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7951","YAMAHA CORP","Equity","0.05","52.32","621,000.00","32,489,554.70","32,489,554.70","Consumer Discretionary","6642387","JP3942600002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"1COV","COVESTRO AG","Equity","0.05","43.26","749,398.00","32,422,679.37","32,422,679.37","Materials","BYTBWY9","DE0006062144","Xetra","Germany","USD","EUR","0.91"
"WTB","WHITBREAD PLC","Equity","0.05","56.47","573,566.00","32,390,247.08","32,390,247.08","Consumer Discretionary","B1KJJ40","GB00B1KJJ408","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"RNO","RENAULT SA","Equity","0.05","39.11","827,176.00","32,352,737.46","32,352,737.46","Consumer Discretionary","4712798","FR0000131906","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"AC","ACCOR SA","Equity","0.05","41.00","788,591.00","32,331,334.77","32,331,334.77","Consumer Discretionary","5852842","FR0000120404","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"OMV","OMV AG","Equity","0.05","50.77","634,312.00","32,202,312.35","32,202,312.35","Energy","4651459","AT0000743059","Wiener Boerse Ag","Austria","USD","EUR","0.91"
"6963","ROHM LTD","Equity","0.05","79.81","402,700.00","32,137,777.17","32,137,777.17","Information Technology","6747204","JP3982800009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8015","TOYOTA TSUSHO CORP","Equity","0.05","34.91","919,200.00","32,088,620.12","32,088,620.12","Industrials","6900580","JP3635000007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"ATM","THE A2 MILK COMPANY LTD","Equity","0.05","10.09","3,177,649.00","32,068,371.36","32,068,371.36","Consumer Staples","6287250","NZATME0002S8","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.53"
"ABN","ABN AMRO BANK NV","Equity","0.05","17.46","1,836,347.00","32,058,566.72","32,058,566.72","Financials","BYQP136","NL0011540547","Euronext Amsterdam","Netherlands","USD","EUR","0.91"
"RSA","RSA INSURANCE GROUP PLC","Equity","0.05","7.17","4,470,668.00","32,048,700.65","32,048,700.65","Financials","BKKMKR2","GB00BKKMKR23","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"4307","NOMURA RESEARCH INSTITUTE LTD","Equity","0.05","21.91","1,461,671.00","32,021,764.35","32,021,764.35","Information Technology","6390921","JP3762800005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9962","MISUMI GROUP INC","Equity","0.05","26.27","1,216,100.00","31,945,745.83","31,945,745.83","Industrials","6595179","JP3885400006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"STERV","STORA ENSO CLASS R","Equity","0.05","12.65","2,522,026.00","31,891,207.29","31,891,207.29","Materials","5072673","FI0009005961","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.91"
"WLN","WORLDLINE SA","Equity","0.05","72.88","437,151.00","31,858,827.19","31,858,827.19","Information Technology","BNFWR44","FR0011981968","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"AER","AERCAP HOLDINGS NV","Equity","0.05","58.83","540,432.00","31,793,614.56","31,793,614.56","Industrials","B1HHKD3","NL0000687663","New York Stock Exchange Inc.","Netherlands","USD","USD","1.00"
"AZJ","AURIZON HOLDINGS LTD","Equity","0.05","3.69","8,601,988.00","31,714,368.49","31,714,368.49","Industrials","B87CVM3","AU000000AZJ1","Asx - All Markets","Australia","USD","AUD","1.48"
"AGN","AEGON NV","Equity","0.05","4.12","7,679,219.00","31,661,323.18","31,661,323.18","Financials","5927375","NL0000303709","Euronext Amsterdam","Netherlands","USD","EUR","0.91"
"ORK","ORKLA","Equity","0.05","9.66","3,265,860.00","31,558,618.94","31,558,618.94","Consumer Staples","B1VQF42","NO0003733800","Oslo Bors Asa","Norway","USD","NOK","9.15"
"FR","VALEO SA","Equity","0.05","30.28","1,038,848.00","31,460,863.96","31,460,863.96","Consumer Discretionary","BDC5ST8","FR0013176526","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"FBK","FINECOBANK BANCA FINECO","Equity","0.05","12.08","2,597,375.00","31,386,807.42","31,386,807.42","Financials","BNGN9Z1","IT0000072170","Borsa Italiana","Italy","USD","EUR","0.91"
"4324","DENTSU GROUP INC","Equity","0.05","33.53","934,000.00","31,321,605.28","31,321,605.28","Communication","6416281","JP3551520004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"BN4","KEPPEL LTD","Equity","0.05","4.94","6,315,800.00","31,228,148.04","31,228,148.04","Industrials","B1VQ5C0","SG1U68934629","Singapore Exchange","Singapore","USD","SGD","1.36"
"CCH","COCA COLA HBC AG","Equity","0.05","36.28","858,344.00","31,144,745.95","31,144,745.95","Consumer Staples","B9895B7","CH0198251305","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"1802","OBAYASHI CORP","Equity","0.05","11.10","2,789,100.00","30,947,407.92","30,947,407.92","Industrials","6656407","JP3190000004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SKF B","SKF B","Equity","0.05","18.73","1,648,126.00","30,873,811.28","30,873,811.28","Industrials","B1Q3J35","SE0000108227","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"SHL","SIEMENS HEALTHINEERS AG","Equity","0.05","47.73","646,805.00","30,872,759.09","30,872,759.09","Health Care","BD594Y4","DE000SHL1006","Xetra","Germany","USD","EUR","0.91"
"2802","AJINOMOTO INC","Equity","0.05","16.37","1,882,300.00","30,819,773.69","30,819,773.69","Consumer Staples","6010906","JP3119600009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Equity","0.05","15.95","1,912,700.00","30,511,367.97","30,511,367.97","Consumer Discretionary","6269861","JP3639650005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"C31","CAPITALAND","Equity","0.05","2.72","11,172,100.00","30,414,811.27","30,414,811.27","Real Estate","6309303","SG1J27887962","Singapore Exchange","Singapore","USD","SGD","1.36"
"CCL","CARNIVAL PLC","Equity","0.05","43.00","703,780.00","30,259,995.13","30,259,995.13","Consumer Discretionary","3121522","GB0031215220","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"LI","KLEPIERRE REIT SA","Equity","0.05","34.49","876,919.00","30,241,926.29","30,241,926.29","Real Estate","7582556","FR0000121964","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"LLC","LENDLEASE GROUP STAPLED UNITS","Equity","0.05","12.42","2,431,551.00","30,194,629.51","30,194,629.51","Real Estate","6512004","AU000000LLC3","Asx - All Markets","Australia","USD","AUD","1.48"
"2801","KIKKOMAN CORP","Equity","0.05","48.29","624,900.00","30,174,299.07","30,174,299.07","Consumer Staples","6490809","JP3240400006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"RAND","RANDSTAD HOLDING","Equity","0.05","58.81","512,961.00","30,166,555.71","30,166,555.71","Industrials","5228658","NL0000379121","Euronext Amsterdam","Netherlands","USD","EUR","0.91"
"3462","NOMURA REAL ESTATE MASTER FUND REI","Equity","0.05","1,708.81","17,610.00","30,092,221.00","30,092,221.00","Real Estate","BYSJJF4","JP3048110005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"1997","WHARF REAL ESTATE INVESTMENT COMPA","Equity","0.05","5.74","5,237,912.00","30,076,230.81","30,076,230.81","Real Estate","BF0GWS4","KYG9593A1040","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"4536","SANTEN PHARMACEUTICAL LTD","Equity","0.05","19.11","1,571,900.00","30,043,828.11","30,043,828.11","Health Care","6776606","JP3336000009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AUTO","AUTO TRADER GROUP PLC","Equity","0.05","7.51","3,999,069.00","30,028,164.52","30,028,164.52","Communication","BVYVFW2","GB00BVYVFW23","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"J37","JARDINE STRATEGIC HOLDINGS LTD","Equity","0.05","31.16","961,400.00","29,957,224.00","29,957,224.00","Industrials","6472960","BMG507641022","Singapore Exchange","Hong Kong","USD","USD","1.00"
"4755","RAKUTEN INC","Equity","0.05","8.01","3,722,000.00","29,806,010.63","29,806,010.63","Consumer Discretionary","6229597","JP3967200001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SCR","SCOR","Equity","0.05","42.51","699,762.00","29,744,035.99","29,744,035.99","Financials","B1LB9P6","FR0010411983","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"4612","NIPPON PAINT HOLDINGS LTD","Equity","0.05","47.37","627,400.00","29,720,157.60","29,720,157.60","Materials","6640507","JP3749400002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"PUM","PUMA","Equity","0.05","82.83","358,391.00","29,686,875.87","29,686,875.87","Consumer Discretionary","5064722","DE0006969603","Xetra","Germany","USD","EUR","0.91"
"12","HENDERSON LAND DEVELOPMENT LTD","Equity","0.05","4.76","6,220,764.00","29,639,828.47","29,639,828.47","Real Estate","6420538","HK0012000102","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"9001","TOBU RAILWAY LTD","Equity","0.05","35.28","840,000.00","29,631,665.75","29,631,665.75","Industrials","6895169","JP3597800006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"MGGT","MEGGITT PLC","Equity","0.05","8.77","3,370,651.00","29,545,260.67","29,545,260.67","Industrials","0575809","GB0005758098","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ING","INGENICO GROUP SA","Equity","0.05","112.65","261,619.00","29,470,103.65","29,470,103.65","Information Technology","4196897","FR0000125346","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"7912","DAI NIPPON PRINTING LTD","Equity","0.05","27.49","1,071,000.00","29,439,252.34","29,439,252.34","Industrials","6250906","JP3493800001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4704","TREND MICRO INC","Equity","0.05","52.87","555,400.00","29,362,818.40","29,362,818.40","Information Technology","6125286","JP3637300009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"HL.","HARGREAVES LANSDOWN PLC","Equity","0.05","24.04","1,220,863.00","29,344,874.28","29,344,874.28","Financials","B1VZ0M2","GB00B1VZ0M25","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"WIX","WIX.COM LTD","Equity","0.05","142.80","205,257.00","29,310,699.60","29,310,699.60","Information Technology","BFZCHN7","IL0011301780","NASDAQ","Israel","USD","USD","1.00"
"3659","NEXON LTD","Equity","0.05","13.50","2,168,400.00","29,265,651.46","29,265,651.46","Communication","B63QM77","JP3758190007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"BLND","BRITISH LAND REIT PLC","Equity","0.05","7.52","3,875,860.00","29,163,393.86","29,163,393.86","Real Estate","0136701","GB0001367019","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ZAL","ZALANDO","Equity","0.05","48.77","597,066.00","29,116,052.75","29,116,052.75","Consumer Discretionary","BQV0SV7","DE000ZAL1111","Xetra","Germany","USD","EUR","0.91"
"JMAT","JOHNSON MATTHEY PLC","Equity","0.05","34.95","831,483.00","29,058,288.73","29,058,288.73","Materials","BZ4BQC7","GB00BZ4BQC70","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"5713","SUMITOMO METAL MINING LTD","Equity","0.05","29.01","999,400.00","28,991,207.62","28,991,207.62","Materials","6858849","JP3402600005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"BARN","BARRY CALLEBAUT AG","Equity","0.05","2,226.22","12,990.00","28,918,539.82","28,918,539.82","Consumer Staples","5476929","CH0009002962","SIX Swiss Exchange","Switzerland","USD","CHF","0.97"
"GVC","GVC HOLDINGS PLC","Equity","0.05","11.54","2,495,067.00","28,802,041.45","28,802,041.45","Consumer Discretionary","B5VQMV6","IM00B5VQMV65","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"A17U","ASCENDAS REAL ESTATE INVESTMENT TR","Equity","0.04","2.29","12,470,464.00","28,535,900.99","28,535,900.99","Real Estate","6563875","SG1M77906915","Singapore Exchange","Singapore","USD","SGD","1.36"
"BOL","BOLIDEN","Equity","0.04","24.42","1,168,294.00","28,525,443.93","28,525,443.93","Materials","BJV12J7","SE0012455673","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"UN01","UNIPER","Equity","0.04","32.78","869,983.00","28,519,339.01","28,519,339.01","Utilities","BZ6CZ43","DE000UNSE018","Xetra","Germany","USD","EUR","0.91"
"ITV","ITV PLC","Equity","0.04","1.81","15,719,369.00","28,518,621.56","28,518,621.56","Communication","3398649","GB0033986497","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CNA","CENTRICA PLC","Equity","0.04","1.15","24,861,920.00","28,512,392.73","28,512,392.73","Utilities","B033F22","GB00B033F229","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"7701","SHIMADZU CORP","Equity","0.04","29.41","968,500.00","28,485,294.12","28,485,294.12","Information Technology","6804369","JP3357200009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"OSH","OIL SEARCH LTD","Equity","0.04","4.81","5,889,332.00","28,354,380.32","28,354,380.32","Energy","6657604","PG0008579883","Asx - All Markets","Australia","USD","AUD","1.48"
"6146","DISCO CORP","Equity","0.04","244.09","116,000.00","28,314,458.49","28,314,458.49","Information Technology","6270948","JP3548600000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6383","DAIFUKU LTD","Equity","0.04","64.60","437,800.00","28,280,098.96","28,280,098.96","Industrials","6250025","JP3497400006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"2267","YAKULT HONSHA LTD","Equity","0.04","53.23","528,600.00","28,139,692.14","28,139,692.14","Consumer Staples","6985112","JP3931600005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Equity","0.04","10.54","2,667,929.00","28,115,913.74","28,115,913.74","Financials","4574813","IT0000062957","Borsa Italiana","Italy","USD","EUR","0.91"
"9532","OSAKA GAS LTD","Equity","0.04","17.42","1,607,300.00","27,995,943.74","27,995,943.74","Utilities","6661768","JP3180400008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"H78","HONGKONG LAND HOLDINGS LTD","Equity","0.04","5.49","5,095,500.00","27,974,295.00","27,974,295.00","Real Estate","6434915","BMG4587L1090","Singapore Exchange","Hong Kong","USD","USD","1.00"
"AKE","ARKEMA SA","Equity","0.04","94.01","296,839.00","27,905,915.43","27,905,915.43","Materials","B0Z5YZ2","FR0010313833","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"9007","ODAKYU ELECTRIC RAILWAY LTD","Equity","0.04","22.10","1,262,000.00","27,890,269.38","27,890,269.38","Industrials","6656106","JP3196000008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4005","SUMITOMO CHEMICAL LTD","Equity","0.04","4.32","6,439,800.00","27,791,330.40","27,791,330.40","Materials","6858560","JP3401400001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"YAR","YARA INTERNATIONAL","Equity","0.04","35.94","765,571.00","27,513,865.30","27,513,865.30","Materials","7751259","NO0010208051","Oslo Bors Asa","Norway","USD","NOK","9.15"
"PST","POSTE ITALIANE","Equity","0.04","12.19","2,254,551.00","27,479,716.61","27,479,716.61","Financials","BYYN701","IT0003796171","Borsa Italiana","Italy","USD","EUR","0.91"
"4204","SEKISUI CHEMICAL LTD","Equity","0.04","17.03","1,605,500.00","27,346,751.88","27,346,751.88","Consumer Discretionary","6793821","JP3419400001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"5201","AGC INC","Equity","0.04","35.05","779,400.00","27,315,420.56","27,315,420.56","Industrials","6055208","JP3112000009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"TAH","TABCORP HOLDINGS LTD","Equity","0.04","3.13","8,673,021.00","27,173,962.48","27,173,962.48","Consumer Discretionary","6873262","AU000000TAH8","Asx - All Markets","Australia","USD","AUD","1.48"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Equity","0.04","74.78","361,880.00","27,061,892.67","27,061,892.67","Communication","B1L3CS6","FR0000054470","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"ENG","ENAGAS SA","Equity","0.04","26.83","1,005,788.00","26,985,512.81","26,985,512.81","Utilities","7383072","ES0130960018","Bolsa De Madrid","Spain","USD","EUR","0.91"
"1803","SHIMIZU CORP","Equity","0.04","10.39","2,568,300.00","26,685,470.04","26,685,470.04","Industrials","6804400","JP3358800005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"BGNE","BEIGENE ADR REPRESENTING LTD","Equity","0.04","159.22","167,569.00","26,680,336.18","26,680,336.18","Health Care","BYYWPW6","US07725L1026","NASDAQ","Hong Kong","USD","USD","1.00"
"ERF","EUROFINS SCIENTIFIC","Equity","0.04","531.32","50,114.00","26,626,778.45","26,626,778.45","Health Care","5972643","FR0000038259","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"6965","HAMAMATSU PHOTONICS","Equity","0.04","43.20","612,000.00","26,439,252.34","26,439,252.34","Information Technology","6405870","JP3771800004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"VOW","VOLKSWAGEN AG","Equity","0.04","188.55","139,299.00","26,264,627.25","26,264,627.25","Consumer Discretionary","5497102","DE0007664005","Xetra","Germany","USD","EUR","0.91"
"SYD","SYDNEY AIRPORT STAPLED UNITS LTD","Equity","0.04","5.50","4,770,374.00","26,252,739.60","26,252,739.60","Industrials","B70DWB2","AU000000SYD9","Asx - All Markets","Australia","USD","AUD","1.48"
"9501","TOKYO ELECTRIC POWER HOLDINGS INC","Equity","0.04","3.95","6,636,900.00","26,209,491.48","26,209,491.48","Utilities","6895404","JP3585800000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"DLG","DIRECT LINE INSURANCE PLC","Equity","0.04","4.38","5,978,650.00","26,210,529.54","26,210,529.54","Financials","BY9D0Y1","GB00BY9D0Y18","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"8795","T&D HOLDINGS INC","Equity","0.04","10.95","2,386,800.00","26,133,644.86","26,133,644.86","Financials","6744294","JP3539220008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"LUPE","LUNDIN PETROLEUM","Equity","0.04","32.38","799,485.00","25,886,220.30","25,886,220.30","Energy","7187627","SE0000825820","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"5332","TOTO LTD","Equity","0.04","41.78","615,800.00","25,728,862.01","25,728,862.01","Industrials","6897466","JP3596200000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"5411","JFE HOLDINGS INC","Equity","0.04","12.22","2,101,475.00","25,685,978.10","25,685,978.10","Materials","6543792","JP3386030005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"PSON","PEARSON PLC","Equity","0.04","7.62","3,357,176.00","25,591,854.71","25,591,854.71","Communication","0677608","GB0006776081","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SAB","BANCO DE SABADELL SA","Equity","0.04","1.03","24,619,495.00","25,452,298.41","25,452,298.41","Financials","B1X8QN2","ES0113860A34","Bolsa De Madrid","Spain","USD","EUR","0.91"
"ORI","ORICA LTD","Equity","0.04","15.42","1,641,173.00","25,300,253.22","25,300,253.22","Materials","6458001","AU000000ORI1","Asx - All Markets","Australia","USD","AUD","1.48"
"4151","KYOWA KIRIN LTD","Equity","0.04","24.14","1,046,000.00","25,253,894.08","25,253,894.08","Health Care","6499550","JP3256000005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9008","KEIO CORP","Equity","0.04","57.45","439,600.00","25,254,645.41","25,254,645.41","Industrials","6487362","JP3277800003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"CPU","COMPUTERSHARE LTD","Equity","0.04","11.90","2,121,809.00","25,245,081.91","25,245,081.91","Information Technology","6180412","AU000000CPU5","Asx - All Markets","Australia","USD","AUD","1.48"
"2587","SUNTORY BEVERAGE & FOOD LTD","Equity","0.04","41.96","601,000.00","25,220,634.05","25,220,634.05","Consumer Staples","BBD7Q84","JP3336560002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"CTX","CALTEX AUSTRALIA LTD","Equity","0.04","23.33","1,074,257.00","25,062,294.96","25,062,294.96","Energy","6161503","AU000000CTX1","Asx - All Markets","Australia","USD","AUD","1.48"
"MPL","MEDIBANK PRIVATE LTD","Equity","0.04","2.12","11,807,494.00","25,035,252.42","25,035,252.42","Financials","BRTNNQ5","AU000000MPL3","Asx - All Markets","Australia","USD","AUD","1.48"
"KINV B","KINNEVIK CLASS B","Equity","0.04","24.17","1,033,447.00","24,975,496.64","24,975,496.64","Financials","BK9X805","SE0013256682","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"1812","KAJIMA CORP","Equity","0.04","12.91","1,926,300.00","24,868,578.89","24,868,578.89","Industrials","6481320","JP3210200006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"CBK","COMMERZBANK AG","Equity","0.04","5.76","4,318,467.00","24,854,770.99","24,854,770.99","Financials","B90LKT4","DE000CBK1001","Xetra","Germany","USD","EUR","0.91"
"MRW","MORRISON(WM.)SUPERMARKETS PLC","Equity","0.04","2.39","10,374,029.00","24,800,519.93","24,800,519.93","Consumer Staples","0604316","GB0006043169","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"6823","HKT TRUST AND HKT UNITS LTD","Equity","0.04","1.51","16,287,440.00","24,590,347.94","24,590,347.94","Communication","B4TXDZ3","HK0000093390","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"7202","ISUZU MOTORS LTD","Equity","0.04","10.29","2,378,300.00","24,471,604.36","24,471,604.36","Consumer Discretionary","6467104","JP3137200006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7911","TOPPAN PRINTING LTD","Equity","0.04","20.30","1,203,400.00","24,434,070.00","24,434,070.00","Industrials","6897024","JP3629000005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"COV","COVIVIO SA","Equity","0.04","117.71","206,607.00","24,318,749.25","24,318,749.25","Real Estate","7745638","FR0000064578","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"F34","WILMAR INTERNATIONAL LTD","Equity","0.04","2.91","8,310,000.00","24,151,644.47","24,151,644.47","Consumer Staples","B17KC69","SG1T56930848","Singapore Exchange","Singapore","USD","SGD","1.36"
"ADM","ADMIRAL GROUP PLC","Equity","0.04","29.87","807,584.00","24,123,811.68","24,123,811.68","Financials","B02J639","GB00B02J6398","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ADP","AEROPORTS DE PARIS SA","Equity","0.04","187.23","128,322.00","24,025,536.86","24,025,536.86","Industrials","B164FY1","FR0010340141","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"8028","FAMILYMART LTD","Equity","0.04","21.83","1,100,100.00","24,009,879.05","24,009,879.05","Consumer Staples","6331276","JP3802600001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SEV","SUEZ SA","Equity","0.04","16.32","1,470,321.00","23,994,523.85","23,994,523.85","Utilities","B3B8D04","FR0010613471","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"3283","NIPPON PROLOGIS REIT INC","Equity","0.04","2,812.90","8,527.00","23,985,605.64","23,985,605.64","Real Estate","B98BC67","JP3047550003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8954","ORIX JREIT REIT INC","Equity","0.04","2,124.79","11,290.00","23,988,922.48","23,988,922.48","Real Estate","6527774","JP3040880001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"KGF","KINGFISHER PLC","Equity","0.04","2.65","9,031,103.00","23,975,943.84","23,975,943.84","Consumer Discretionary","3319521","GB0033195214","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"9048","NAGOYA RAILROAD LTD","Equity","0.04","29.78","804,200.00","23,947,681.88","23,947,681.88","Industrials","6619864","JP3649800004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"CPR","DAVIDE CAMPARI MILANO","Equity","0.04","9.64","2,483,223.00","23,929,424.48","23,929,424.48","Consumer Staples","BZ4CMZ5","IT0005252207","Borsa Italiana","Italy","USD","EUR","0.91"
"7747","ASAHI INTECC LTD","Equity","0.04","28.22","843,800.00","23,812,571.01","23,812,571.01","Health Care","B019MQ5","JP3110650003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"PRY","PRYSMIAN","Equity","0.04","22.77","1,042,499.00","23,738,781.22","23,738,781.22","Industrials","B1W4V69","IT0004176001","Borsa Italiana","Italy","USD","EUR","0.91"
"MFG","MAGELLAN FINANCIAL GROUP LTD","Equity","0.04","43.05","549,712.00","23,663,555.53","23,663,555.53","Financials","B015YX4","AU000000MFG4","Asx - All Markets","Australia","USD","AUD","1.48"
"VCX","VICINITY CENTRES","Equity","0.04","1.70","13,904,017.00","23,659,492.45","23,659,492.45","Real Estate","BY7QXS7","AU000000VCX7","Asx - All Markets","Australia","USD","AUD","1.48"
"ELUX B","ELECTROLUX B","Equity","0.04","24.34","970,181.00","23,617,752.13","23,617,752.13","Consumer Discretionary","B1KKBX6","SE0000103814","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"S68","SINGAPORE EXCHANGE LTD","Equity","0.04","6.43","3,650,100.00","23,472,793.76","23,472,793.76","Financials","6303866","SG1J26887955","Singapore Exchange","Singapore","USD","SGD","1.36"
"8953","JAPAN RETAIL FUND INVESTMENT REIT","Equity","0.04","2,085.39","11,243.00","23,446,094.92","23,446,094.92","Real Estate","6513342","JP3039710003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7259","AISIN SEIKI LTD","Equity","0.04","33.67","695,200.00","23,409,015.94","23,409,015.94","Consumer Discretionary","6010702","JP3102000001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SPK","SPARK NEW ZEALAND LTD","Equity","0.04","2.97","7,853,263.00","23,361,227.10","23,361,227.10","Communication","6881436","NZTELE0001S4","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.53"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Equity","0.04","5.58","4,176,356.00","23,294,011.90","23,294,011.90","Industrials","BKX3XG2","NZAIAE0002S6","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.53"
"PNDORA","PANDORA","Equity","0.04","52.27","445,272.00","23,275,127.47","23,275,127.47","Consumer Discretionary","B44XTX8","DK0060252690","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.79"
"EMSN","EMS-CHEMIE HOLDING AG","Equity","0.04","659.24","35,247.00","23,236,200.65","23,236,200.65","Materials","7635610","CH0016440353","SIX Swiss Exchange","Switzerland","USD","CHF","0.97"
"20","WHEELOCK AND LTD","Equity","0.04","6.48","3,572,000.00","23,128,883.74","23,128,883.74","Real Estate","6981488","HK0020000177","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
